name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,Procent_masy_max,Kategoria_masy
Grein 002,11198,Valid,EL4/5,608.9,Found,1997.0,20.7145,11.11567,"(20.714500, 11.115670)",0.0010148333333333333,f
Mafra,15383,Valid,L3-4,600.0,Fell,1941.0,-26.16667,-49.93333,"(-26.166670, -49.933330)",0.001,f
Acfer 006,16,Valid,H3.9/4,561.0,Found,1989.0,27.63333,3.96667,"(27.633330, 3.966670)",0.000935,e
Elephant Moraine 87548,8098,Valid,Eucrite-Mg rich,560.2,Found,1987.0,-76.27148,157.20281,"(-76.271480, 157.202810)",0.0009336666666666667,e
Acfer 169,178,Valid,H3.8/4,559.0,Found,1990.0,27.73333,4.11667,"(27.733330, 4.116670)",0.0009316666666666667,e
Northwest Africa 5997,50883,Valid,LL4/5,553.8,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)",0.0009229999999999999,e
Yamato 983900,40520,Valid,LL-melt breccia,522.4,Found,1998.0,0.0,0.0,"(0.000000, 0.000000)",0.0008706666666666666,e
Acfer 066,75,Valid,LL3.8-6,517.0,Found,1990.0,27.63333,4.06667,"(27.633330, 4.066670)",0.0008616666666666666,e
Northwest Africa 2583,33104,Valid,L3/4,512.2,Found,2004.0,0.0,0.0,"(0.000000, 0.000000)",0.0008536666666666667,e
Dhofar 207,6991,Valid,H3.4/3.5,499.5,Found,1999.0,18.26333,54.06833,"(18.263330, 54.068330)",0.0008325,e
Northwest Africa 6709,53614,Valid,Howardite-an,494.0,Found,2011.0,0.0,0.0,"(0.000000, 0.000000)",0.0008233333333333334,e
Northwest Africa 7033,54771,Valid,H4-melt breccia,468.0,Found,2011.0,0.0,0.0,"(0.000000, 0.000000)",0.00078,e
Queen Alexandra Range 97008,20415,Valid,L3.05,452.6,Found,1997.0,-84.0,168.0,"(-84.000000, 168.000000)",0.0007543333333333333,e
Reckling Peak 86700,22403,Valid,L3.0-3.9,424.1,Found,1986.0,-76.24103,158.64804,"(-76.241030, 158.648040)",0.0007068333333333333,e
Ilafegh 009,12014,Valid,EL7,421.0,Found,1989.0,21.63333,1.26667,"(21.633330, 1.266670)",0.0007016666666666666,e
Dhofar 1035,6838,Valid,H(L)3,420.1,Found,2003.0,18.69942,54.2651,"(18.699420, 54.265100)",0.0007001666666666666,e
Donnybrook,7709,Valid,Mesosiderite?,414.0,Found,1918.0,-33.61667,115.91667,"(-33.616670, 115.916670)",0.00069,e
Jiddat al Harasis 113,34025,Valid,H/L~4,411.0,Found,2004.0,19.673267,55.742217,"(19.673267, 55.742217)",0.000685,e
Northwest Africa 2600,33121,Valid,E6,407.0,Found,2006.0,0.0,0.0,"(0.000000, 0.000000)",0.0006783333333333333,e
Dar al Gani 030,5546,Valid,H3.9-6,404.0,Found,1995.0,27.1915,16.1345,"(27.191500, 16.134500)",0.0006733333333333333,e
Meteorite Hills 96503,16562,Valid,L3.10,404.0,Found,1996.0,-79.68333,159.75,"(-79.683330, 159.750000)",0.0006733333333333333,e
Dhofar 1453,51711,Valid,L/LL~5,402.4,Found,2008.0,18.99865,54.39382,"(18.998650, 54.393820)",0.0006706666666666666,e
Acfer 248,256,Valid,L3.9/4,402.0,Found,1991.0,27.63556,4.02528,"(27.635560, 4.025280)",0.00067,e
Northwest Africa 2336,33003,Valid,H3.10,402.0,Found,2002.0,0.0,0.0,"(0.000000, 0.000000)",0.00067,e
Grove Mountains 053527,50540,Valid,L6 ,395.0,Found,2006.0,-72.78194,75.29806,"(-72.781940, 75.298060)",0.0006583333333333334,e
Shişr 106,35722,Valid,LL~5,379.59,Found,2001.0,18.19152,53.8129,"(18.191520, 53.812900)",0.00063265,e
Al Huqf 059,45829,Valid,L~3,362.7,Found,2001.0,19.31468,57.27343,"(19.314680, 57.273430)",0.0006045,e
Adrar Bous,384,Valid,EL5,360.0,Found,2001.0,20.5,9.0,"(20.500000, 9.000000)",0.0006,e
Dar al Gani 431,5979,Valid,CK3-an,353.0,Found,1998.0,27.31283,16.232,"(27.312830, 16.232000)",0.0005883333333333333,e
Lewis Cliff 86022,12962,Valid,L3.2-3.5,351.7,Found,1986.0,-84.23169,161.52968,"(-84.231690, 161.529680)",0.0005861666666666667,e
Jiddat al Harasis 562,51427,Valid,L3.7/3.8,350.0,Found,2008.0,19.83263,56.21317,"(19.832630, 56.213170)",0.0005833333333333334,e
Kakangari,12230,Valid,K3,350.0,Fell,1890.0,12.38333,78.51667,"(12.383330, 78.516670)",0.0005833333333333334,e
Hammadah al Hamra 017,11500,Valid,L/LL5/6,339.0,Found,1990.0,29.03333,12.41667,"(29.033330, 12.416670)",0.000565,e
Lewis Cliff 86021,12961,Valid,L3.5-3.9,325.8,Found,1986.0,-84.25386,161.3511,"(-84.253860, 161.351100)",0.000543,e
Northwest Africa 7034,54831,Valid,Martian (basaltic breccia),319.8,Found,2011.0,0.0,0.0,"(0.000000, 0.000000)",0.000533,e
LaPaz Icefield 02225,12492,Valid,EH-imp melt,313.5,Found,2002.0,-86.36667,-70.0,"(-86.366670, -70.000000)",0.0005225,e
Dhofar 491,7252,Valid,H(5?),310.0,Found,2001.0,18.58667,54.39667,"(18.586670, 54.396670)",0.0005166666666666667,e
Northwest Africa 6363,52612,Valid,EH6,300.0,Found,2004.0,0.0,0.0,"(0.000000, 0.000000)",0.0005,e
Allan Hills 84096,698,Valid,LL6(?),293.6,Found,1984.0,-76.83027,158.31856,"(-76.830270, 158.318560)",0.0004893333333333334,e
Adrar 003,383,Valid,L/LL3.10,287.0,Found,1990.0,27.13333,0.2,"(27.133330, 0.200000)",0.0004783333333333333,e
Northwest Africa 5958,50844,Valid,C3.0-ung,286.0,Found,2009.0,0.0,0.0,"(0.000000, 0.000000)",0.0004766666666666667,e
Northwest Africa 5211,47330,Valid,CK,276.0,Found,2007.0,0.0,0.0,"(0.000000, 0.000000)",0.00046,e
Asuka 881258,3967,Valid,H3.0,274.09,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)",0.0004568166666666666,e
Allan Hills 83008,528,Valid,L3.4-3.7,272.0,Found,1983.0,-76.69167,159.37306,"(-76.691670, 159.373060)",0.0004533333333333333,e
Dhofar 1022,6824,Valid,H(L)3-an,271.0,Found,2001.0,19.24968,54.65495,"(19.249680, 54.654950)",0.0004516666666666667,e
Tanezrouft 083,31344,Valid,L(LL)6,265.0,Found,2003.0,24.64805,-0.51437,"(24.648050, -0.514370)",0.00044166666666666665,e
Dhofar 1648,55566,Valid,LL5/6,262.0,Found,2011.0,19.17098,54.69008,"(19.170980, 54.690080)",0.0004366666666666667,e
Grosvenor Mountains 95555,11283,Valid,Diogenite-an,250.6,Found,1995.0,-85.66667,175.0,"(-85.666670, 175.000000)",0.00041766666666666666,e
Northwest Africa 7489,56531,Valid,R3.5-4,248.0,Found,2012.0,0.0,0.0,"(0.000000, 0.000000)",0.0004133333333333333,e
Miller Range 11207,56070,Valid,R6,247.3,Found,2011.0,0.0,0.0,"(0.000000, 0.000000)",0.0004121666666666667,e
Meteorite Hills 01017,16250,Valid,CV3-an,238.0,Found,2001.0,-79.68333,159.75,"(-79.683330, 159.750000)",0.00039666666666666664,e
Ramlat as Sahmah 423,55660,Valid,H3.4-5,230.3,Found,2010.0,20.49917,56.49815,"(20.499170, 56.498150)",0.00038383333333333336,e
Jiddat al Harasis 474,48625,Valid,LL3.7-6,226.806,Found,2007.0,19.81418,56.44562,"(19.814180, 56.445620)",0.00037801,e
Elephant Moraine 96026,9620,Valid,C4/5,226.0,Found,1996.0,-76.18333,157.16667,"(-76.183330, 157.166670)",0.00037666666666666664,e
Dhofar 1626,54491,Valid,Eucrite-an,223.0,Found,2006.0,18.3115,54.12833,"(18.311500, 54.128330)",0.0003716666666666667,e
Northwest Africa 3319,33643,Valid,H~4/5,221.3,Found,2005.0,0.0,0.0,"(0.000000, 0.000000)",0.0003688333333333333,e
Acfer 192,200,Valid,H3.9-5,219.0,Found,1990.0,27.65,4.2,"(27.650000, 4.200000)",0.000365,e
Pecora Escarpment 91002,18293,Valid,R3.8-6,210.2,Found,1991.0,-85.66706,-67.88631,"(-85.667060, -67.886310)",0.00035033333333333336,e
Jiddat al Harasis 559,51426,Valid,H3.7/3.8,208.6,Found,2008.0,19.83992,56.10517,"(19.839920, 56.105170)",0.00034766666666666664,e
Dar al Gani 013,5529,Valid,R3.5-6,205.0,Found,1995.0,27.1295,16.3435,"(27.129500, 16.343500)",0.00034166666666666666,e
Elephant Moraine 83399,8034,Valid,L3.3-3.6,203.3,Found,1983.0,-76.31806,157.26056,"(-76.318060, 157.260560)",0.00033883333333333335,e
Asuka 881236,3945,Valid,H3.1,198.93,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)",0.00033155,e
Northwest Africa 5402,49128,Valid,LL-melt rock,189.0,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)",0.000315,e
Northwest Africa 6179,51769,Valid,LL6-melt breccia,180.0,Found,2009.0,0.0,0.0,"(0.000000, 0.000000)",0.0003,e
Dhofar 1529,53880,Valid,H3.2,175.0,Found,2006.0,18.205,54.29783,"(18.205000, 54.297830)",0.0002916666666666667,e
Acfer 217,225,Valid,R3.8-5,174.0,Found,1991.0,27.59444,3.88583,"(27.594440, 3.885830)",0.00029,e
Dominion Range 08002,51059,Valid,LL-imp melt,173.2,Found,2008.0,0.0,0.0,"(0.000000, 0.000000)",0.00028866666666666667,e
Dar al Gani 233,5781,Valid,L3.9-6,172.0,Found,1997.0,27.16533,16.21317,"(27.165330, 16.213170)",0.0002866666666666667,e
Dar al Gani 417,5965,Valid,R3-4,171.0,Found,1998.0,27.50233,15.9125,"(27.502330, 15.912500)",0.000285,e
Mulga (west),16849,Valid,C5/6-ung,169.2,Found,1971.0,-30.18333,126.36667,"(-30.183330, 126.366670)",0.000282,e
Allan Hills 85062,928,Valid,H3.5-4,167.3,Found,1985.0,-76.84511,156.20617,"(-76.845110, 156.206170)",0.00027883333333333335,e
Asuka 881244,3953,Valid,L3.0,164.11,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)",0.00027351666666666666,e
Asuka 881551,4260,Valid,C6,162.48,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)",0.00027079999999999997,e
Al Rais,446,Valid,CR2-an,160.0,Fell,1957.0,24.41667,39.51667,"(24.416670, 39.516670)",0.0002666666666666667,e
Grove Mountains 050127,50231,Valid,H5 ,155.94,Found,2006.0,-72.98361,75.25833,"(-72.983610, 75.258330)",0.0002599,e
Reckling Peak A80256,22525,Valid,L3.6-4,153.2,Found,1980.0,-76.21805,158.81183,"(-76.218050, 158.811830)",0.0002553333333333333,e
Elephant Moraine 82601,7826,Valid,L3.5-3.7,149.5,Found,1982.0,-76.30167,157.26528,"(-76.301670, 157.265280)",0.0002491666666666667,e
Northwest Africa 6447,52773,Valid,CO3.1,147.0,Found,2010.0,0.0,0.0,"(0.000000, 0.000000)",0.000245,e
Northwest Africa 6341,52570,Valid,CK5/6,136.0,Found,2010.0,0.0,0.0,"(0.000000, 0.000000)",0.00022666666666666666,e
Northwest Africa 5206,47325,Valid,LL3.05,128.0,Found,2007.0,0.0,0.0,"(0.000000, 0.000000)",0.00021333333333333333,e
Acfer 163,172,Valid,H3.8-5,125.0,Found,1990.0,27.7,4.35,"(27.700000, 4.350000)",0.00020833333333333335,e
Northeast Africa 003,34271,Valid,Lunar (bas. breccia),124.0,Found,2000.0,30.46667,13.55,"(30.466670, 13.550000)",0.00020666666666666666,e
Northwest Africa 4232,35355,Valid,E,124.0,Found,2005.0,27.85,-7.8,"(27.850000, -7.800000)",0.00020666666666666666,e
Grove Mountains 051869,46959,Valid,L5 ,118.69,Found,2006.0,-72.78111,75.32833,"(-72.781110, 75.328330)",0.00019781666666666666,e
Northwest Africa 6989,54669,Valid,H7,118.0,Found,2011.0,0.0,0.0,"(0.000000, 0.000000)",0.00019666666666666666,e
Northwest Africa 2335,33002,Valid,H3.05,114.0,Found,2002.0,0.0,0.0,"(0.000000, 0.000000)",0.00019,e
Lewis Cliff 87223,13687,Valid,E3-an,110.3,Found,1987.0,-84.3704,161.3181,"(-84.370400, 161.318100)",0.00018383333333333332,e
Grosvenor Mountains 95577,11305,Valid,CR1,106.2,Found,1995.0,-85.66667,175.0,"(-85.666670, 175.000000)",0.000177,e
Dhofar 540,7301,Valid,E4,104.0,Found,2001.0,18.56,54.105,"(18.560000, 54.105000)",0.00017333333333333334,e
Hughes 030,11954,Valid,R3-6,100.0,Found,1991.0,-30.668,129.462,"(-30.668000, 129.462000)",0.00016666666666666666,e
Asuka 880956,3665,Valid,H3.7-6,97.8,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)",0.000163,e
Elephant Moraine 96135,9727,Valid,EH4/5,95.7,Found,1996.0,-76.18333,157.16667,"(-76.183330, 157.166670)",0.0001595,e
Dar al Gani 591,6138,Valid,H/L6,90.0,Found,1998.0,27.65533,15.99233,"(27.655330, 15.992330)",0.00015,e
Dhofar 225,7009,Valid,CM-an,90.0,Found,2001.0,18.36,54.18833,"(18.360000, 54.188330)",0.00015,e
Sleeper Camp 013,23639,Valid,LL5-7,87.4,Found,1993.0,-30.12417,126.4515,"(-30.124170, 126.451500)",0.00014566666666666667,e
Yamato 75029,25070,Valid,H3.2-6,83.9,Found,1975.0,-71.5,35.66667,"(-71.500000, 35.666670)",0.00013983333333333334,e
Yamato 983871,40492,Valid,H-melt breccia,81.77,Found,1998.0,0.0,0.0,"(0.000000, 0.000000)",0.00013628333333333333,e
Northwest Africa 7731,57162,Valid,L3.00,81.0,Found,2012.0,0.0,0.0,"(0.000000, 0.000000)",0.000135,e
Thiel Mountains 82408,23920,Valid,LL3.1-3.5,80.09999999999998,Found,1982.0,-85.16572,-94.62239,"(-85.165720, -94.622390)",0.00013349999999999997,e
Yamato 793225,28574,Valid,EH6-an,75.61,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)",0.00012601666666666668,e
Reckling Peak A79008,22465,Valid,L3.5-3.8,73.0,Found,1979.0,-76.21615,158.54499,"(-76.216150, 158.544990)",0.00012166666666666667,e
Dhofar 1023,6825,Valid,L(LL)3,69.7,Found,2001.0,19.28813,54.52832,"(19.288130, 54.528320)",0.00011616666666666667,e
Dar al Gani 242,5790,Valid,H-an,69.0,Found,1997.0,27.2025,16.05267,"(27.202500, 16.052670)",0.000115,e
Dar al Gani 264,5812,Valid,L/LL3-6,68.0,Found,1997.0,27.20267,16.42083,"(27.202670, 16.420830)",0.00011333333333333333,e
Dar al Gani 378,5926,Valid,H/L3,68.0,Found,1997.0,27.91617,15.83783,"(27.916170, 15.837830)",0.00011333333333333333,e
Elephant Moraine 83395,8030,Valid,L3.2-3.6,65.3,Found,1983.0,-76.29639,157.22861,"(-76.296390, 157.228610)",0.00010883333333333333,e
Yamato 984044,40664,Valid,CM,62.16,Found,1998.0,0.0,0.0,"(0.000000, 0.000000)",0.0001036,e
Camel Donga 052,50989,Valid,H3-an,61.4,Found,1993.0,-30.3685,126.6125,"(-30.368500, 126.612500)",0.00010233333333333333,e
Ramlat al Wahibah 034,45905,Valid,LL3-5,61.13,Found,2006.0,21.3623,58.41178,"(21.362300, 58.411780)",0.00010188333333333333,e
Elephant Moraine 84302,8041,Valid,Acapulcoite/Lodranite,59.6,Found,1984.0,-76.27639,157.17611,"(-76.276390, 157.176110)",9.933333333333334e-05,d
Elephant Moraine 83245,7886,Valid,"Iron, IIAB-an",59.0,Found,1983.0,-76.28444,157.25111,"(-76.284440, 157.251110)",9.833333333333333e-05,d
Queen Alexandra Range 94570,20201,Valid,L4-an,57.2,Found,1994.0,-84.0,168.0,"(-84.000000, 168.000000)",9.533333333333334e-05,d
Asuka 882113,4822,Valid,C4,53.98,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)",8.996666666666667e-05,d
Grove Mountains 023769,50195,Valid,H4 ,53.35,Found,2003.0,-72.98444,75.25,"(-72.984440, 75.250000)",8.891666666666667e-05,d
Sacramento Wash 005,45974,Valid,H-metal,52.3,Found,2004.0,34.74667,-114.21,"(34.746670, -114.210000)",8.716666666666667e-05,d
Ramlat as Sahmah 208,35642,Valid,H3.8/3.9,50.13,Found,2003.0,20.58568,56.0476,"(20.585680, 56.047600)",8.355e-05,d
Lewis Cliff 86549,13475,Valid,L3.0-3.7,50.1,Found,1986.0,-84.25435,161.40881,"(-84.254350, 161.408810)",8.35e-05,d
Northwest Africa 7378,55735,Valid,L~4-6,45.0,Found,2009.0,0.0,0.0,"(0.000000, 0.000000)",7.5e-05,d
Yamato 82162,29356,Valid,C1/2-ung,41.73,Found,1982.0,-71.5,35.66667,"(-71.500000, 35.666670)",6.955e-05,d
Yamato 793161,28510,Valid,E3,37.55,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)",6.258333333333333e-05,d
Miller Range 07273,51295,Valid,H5-an,33.9,Found,2007.0,0.0,0.0,"(0.000000, 0.000000)",5.65e-05,d
Northwest Africa 2266,30926,Valid,L3.8-6,33.9,Found,2001.0,28.75,-7.58333,"(28.750000, -7.583330)",5.65e-05,d
Sayh al Uhaymir 447,45938,Valid,LL~3,32.8,Found,2007.0,20.55037,56.6854,"(20.550370, 56.685400)",5.4666666666666656e-05,d
Ramlat as Sahmah 375,55650,Valid,L3.9-5,31.94,Found,2010.0,20.49488,55.85112,"(20.494880, 55.851120)",5.323333333333333e-05,d
Allan Hills A79022,1897,Valid,L3.7-4,31.4,Found,1979.0,-76.70194,159.39389,"(-76.701940, 159.393890)",5.2333333333333336e-05,d
Queen Alexandra Range 99158,21610,Valid,E-an,31.0,Found,1999.0,-84.0,168.0,"(-84.000000, 168.000000)",5.1666666666666664e-05,d
Mundrabilla 012,16863,Valid,CV2,30.6,Found,1992.0,-30.93333,127.5,"(-30.933330, 127.500000)",5.1e-05,d
LaPaz Icefield 02240,12507,Valid,H-imp melt,28.16,Found,2002.0,-86.36667,-70.0,"(-86.366670, -70.000000)",4.6933333333333333e-05,d
Galim (b),10849,Valid,EH3/4-an,28.0,Fell,1952.0,7.05,12.43333,"(7.050000, 12.433330)",4.6666666666666665e-05,d
Yamato 74660,25038,Valid,LL3.0,27.2,Found,1974.0,-71.79722,36.15278,"(-71.797220, 36.152780)",4.5333333333333335e-05,d
LaPaz Icefield 02238,12505,Valid,R,26.6,Found,2002.0,-86.36667,-70.0,"(-86.366670, -70.000000)",4.433333333333333e-05,d
Dhofar 1463,51712,Valid,L/LL~4,23.6,Found,2008.0,18.45278,54.16155,"(18.452780, 54.161550)",3.933333333333333e-05,d
Lewis Cliff 87232,13694,Valid,K,23.1,Found,1987.0,-84.34201,161.39314,"(-84.342010, 161.393140)",3.85e-05,d
Frontier Mountain 90028,10426,Valid,L(?)3,18.8,Found,1990.0,-72.95359,160.50952,"(-72.953590, 160.509520)",3.1333333333333334e-05,d
Sleeper Camp 020,50996,Valid,LL3.9/4,18.6,Found,1993.0,-30.1135,126.25117,"(-30.113500, 126.251170)",3.1e-05,d
Reckling Peak A80207,22477,Valid,H3.2-3.7,17.7,Found,1980.0,-76.21498,158.42109,"(-76.214980, 158.421090)",2.95e-05,d
Elephant Moraine 96188,9780,Valid,L/LL3.2,16.4,Found,1996.0,-76.18333,157.16667,"(-76.183330, 157.166670)",2.7333333333333328e-05,d
Yamato 791418,26767,Valid,H(?)4,16.16,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)",2.6933333333333332e-05,d
Elephant Moraine 83260,7900,Valid,L3.3-3.7,15.4,Found,1983.0,-76.32861,157.22306,"(-76.328610, 157.223060)",2.5666666666666666e-05,d
Miller Range 07411,52261,Valid,CB,14.5,Found,2007.0,0.0,0.0,"(0.000000, 0.000000)",2.4166666666666667e-05,d
Yamato 74357,24735,Valid,Lodranite-an,13.8,Found,1974.0,-71.74722,35.80556,"(-71.747220, 35.805560)",2.3e-05,d
Yamato 86745,30251,Valid,L/LL,11.8,Found,1986.0,-71.5,35.66667,"(-71.500000, 35.666670)",1.9666666666666666e-05,d
Grove Mountains 050404,46933,Valid,H3 ,10.55,Found,2006.0,-72.98333,75.28611,"(-72.983330, 75.286110)",1.7583333333333335e-05,d
Yamato 791510,26859,Valid,E5-an,9.77,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)",1.6283333333333334e-05,d
Miller Range 090807,54377,Valid,EL-melt rock,9.1,Found,2009.0,0.0,0.0,"(0.000000, 0.000000)",1.5166666666666667e-05,d
Grove Mountains 021583,49837,Valid,L4 ,8.81,Found,2003.0,-72.9625,75.23417,"(-72.962500, 75.234170)",1.4683333333333334e-05,d
Yamato 793274,28623,Valid,Lunar (bas/anor),8.66,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)",1.4433333333333333e-05,d
Allan Hills 84027,629,Valid,LL7(?),8.0,Found,1984.0,-76.90111,156.78436,"(-76.901110, 156.784360)",1.3333333333333333e-05,d
Yamato 82002,29196,Valid,R3.9,6.99,Found,1982.0,-71.5,35.66667,"(-71.500000, 35.666670)",1.165e-05,d
Lewis Cliff 86307,13239,Valid,L3.3-3.5,4.9,Found,1986.0,-84.2713,161.43136,"(-84.271300, 161.431360)",8.166666666666668e-06,c
Miller Range 07259,53196,Valid,Acapulcoite/lodranite,3.5,Found,2007.0,0.0,0.0,"(0.000000, 0.000000)",5.833333333333333e-06,c
Yamato 8405,29452,Valid,E5,3.38,Found,1984.0,-71.5,35.66667,"(-71.500000, 35.666670)",5.633333333333333e-06,c
Grove Mountains 054458,50627,Valid,H6 ,3.36,Found,2006.0,-72.91583,75.10083,"(-72.915830, 75.100830)",5.6e-06,c
Frontier Mountain 90019,10417,Valid,L/LL(?)3,2.0,Found,1990.0,-72.95488,160.47328,"(-72.954880, 160.473280)",3.3333333333333333e-06,c
David Glacier 92308,6614,Relict,Chondrite-fusion crust,1.7,Found,1992.0,-75.31667,162.0,"(-75.316670, 162.000000)",2.8333333333333335e-06,c
Grove Mountains 052729,48360,Valid,LL6 ,1.19,Found,2006.0,-72.789167,75.272222,"(-72.789167, 75.272222)",1.9833333333333335e-06,c
Elephant Moraine 92006,9408,Valid,C2,0.8,Found,1992.0,-76.04972,156.45457,"(-76.049720, 156.454570)",1.3333333333333334e-06,c
Ramlat as Sahmah 390,55656,Valid,H3.8-6,0.69,Found,2010.0,20.0949,55.69318,"(20.094900, 55.693180)",1.15e-06,c
Yamato 82001,29195,Valid,Stone-ung,0.63,Found,1982.0,-71.5,35.66667,"(-71.500000, 35.666670)",1.05e-06,c
Yamato 75261,25302,Valid,EH,0.59,Found,1975.0,-71.5,35.66667,"(-71.500000, 35.666670)",9.833333333333334e-07,b
Frontier Mountain 95025,10710,Valid,H4(?),0.4,Found,1995.0,-72.99667,160.41722,"(-72.996670, 160.417220)",6.666666666666667e-07,b
Queen Alexandra Range 99134,21586,Valid,L-metal,0.387,Found,1999.0,-84.0,168.0,"(-84.000000, 168.000000)",6.450000000000001e-07,b
Meteorite Hills 001139,45809,Relict,Fusion crust,0.013,Found,2000.0,-79.68333,159.75,"(-79.683330, 159.750000)",2.166666666666667e-08,a
Österplana 057,56156,Relict,Relict OC,0.0,Found,2009.0,58.58333,13.43333,"(58.583330, 13.433330)",0.0,a
Gove,52859,Relict,Relict iron,0.0,Found,1979.0,-12.26333,136.83833,"(-12.263330, 136.838330)",0.0,a
